,표준코드,단축코드,한글 종목명,한글 종목약명,영문 종목명,상장일,시장구분,증권구분,소속부,주식종류,액면가,상장주식수
873,KR7017480005,A017480,삼현철강,삼현철강,"SAMHYUN STEEL Co., Ltd",2001/01/09,KOSDAQ,주권,우량기업부,보통주,500,15702890
874,KR7010960003,A010960,삼호개발 보통주,삼호개발,"Samho Development Co., Ltd.",2005/05/12,KOSPI,주권,,보통주,500,25000000
875,KR7046390001,A046390,삼화네트웍스,삼화네트웍스,"SAMHWA NETWORKS Co.,Ltd.",2001/01/11,KOSDAQ,주권,중견기업부,보통주,200,43172933
876,KR7004450003,A004450,삼화왕관보통주,삼화왕관,SamhwaCrown&Closure,1976/05/28,KOSPI,주권,,보통주,5000,2154379
877,KR7009470006,A009470,삼화전기보통주,삼화전기,SamwhaElectric,1986/11/24,KOSPI,주권,,보통주,1000,6613820
878,KR7011230000,A011230,삼화전자공업보통주,삼화전자,SamwhaElectronics,1987/05/25,KOSPI,주권,,보통주,1000,10457940
879,KR7001820000,A001820,삼화콘덴서공업보통주,삼화콘덴서,SamwhaCapacitor,1976/06/26,KOSPI,주권,,보통주,1000,10395000
880,KR7000390005,A000390,삼화페인트공업보통주,삼화페인트,SamhwaPaintIndustrial,1993/09/10,KOSPI,주권,,보통주,500,27203469
881,KR7027580000,A027580,상보,상보,"SANG BO Co.,Ltd",2007/10/01,KOSDAQ,주권,중견기업부,보통주,500,50533356
882,KR7038540001,A038540,상상인,상상인,"Sangsangin Co., Ltd.",2000/08/18,KOSDAQ,주권,우량기업부,보통주,1000,55328313
883,KR7307870006,A307870,상상인이안제1호기업인수목적,상상인이안1호스팩,"Sangsangin Ian No.1 Special Purpose Acquisition Co., LTD.",2018/12/12,KOSDAQ,주권,SPAC(소속부없음),보통주,100,4750000
884,KR7329560007,A329560,상상인이안제2호기업인수목적,상상인이안제2호스팩,Sangsangin Ian No.2 Special Purpose Acquisition Company,2019/08/30,KOSDAQ,주권,SPAC(소속부없음),보통주,100,3850000
885,KR7101000008,A101000,상상인인더스트리,상상인인더스트리,"Sangsangin Industry Co., Ltd.",2009/11/06,KOSDAQ,주권,중견기업부,보통주,500,71750792
886,KR7001290006,A001290,상상인증권보통주,상상인증권,SANGSANGININVESTMENT&SECURITIES,1988/09/23,KOSPI,주권,,보통주,1000,97069134
887,KR7041650003,A041650,상신브레이크보통주,상신브레이크,SANGSINBRAKE,2004/10/27,KOSPI,주권,,보통주,500,21471450
888,KR7091580001,A091580,상신이디피,상신이디피,"SANGSIN ENERGY DISPLAY PRECISION CO.,LTD",2007/05/23,KOSDAQ,주권,우량기업부,보통주,500,13341861
889,KR7263810004,A263810,상신전자,상신전자,"Sangshin Electronics Co.,Ltd.",2017/10/16,KOSDAQ,주권,중견기업부,보통주,500,14244718
890,KR7089980007,A089980,상아프론테크,상아프론테크,"SANG-A FRONTEC CO., LTD.",2011/07/21,KOSDAQ,주권,우량기업부,보통주,500,15944245
891,KR7042940007,A042940,상지카일룸,상지카일룸,"Sangji Caelum, Inc.",2000/10/19,KOSDAQ,주권,중견기업부,보통주,500,81834543
892,KR7042600007,A042600,새로닉스,새로닉스,"SERONICS. CO., LTD.",2002/10/01,KOSDAQ,주권,중견기업부,보통주,500,12423574
893,KR7075180000,A075180,새론오토모티브,새론오토모티브,SaeronAutomotiveCorporation,2005/10/21,KOSPI,주권,,보통주,500,19200000
894,KR7252990007,A252990,샘씨엔에스,샘씨엔에스,"SEMCNS Co., Ltd.",2021/05/20,KOSDAQ,주권,기술성장기업부,보통주,500,50153846
895,KR7263540007,A263540,샘코,샘코,Sacheon Aerospace Manufacturing Ind. Co. Ltd,2017/09/15,KOSDAQ,주권,투자주의환기종목(소속부없음),보통주,500,1495747
896,KR7007540008,A007540,샘표보통주,샘표,SEMPIO,1976/06/29,KOSPI,주권,,보통주,1000,2875800
897,KR7248170003,A248170,샘표식품보통주,샘표식품,SEMPIO FOODS,2016/08/09,KOSPI,주권,,보통주,500,4568286
898,KR7294630009,A294630,서남,서남,"SuNAM Co., Ltd.",2020/02/20,KOSDAQ,주권,기술성장기업부,보통주,500,21389160
899,KR7038070009,A038070,서린바이오사이언스,서린바이오,"SeouLinBioscience CO., LTD.",2005/10/25,KOSDAQ,주권,우량기업부,보통주,500,8300676
900,KR7006730006,A006730,서부티엔디,서부T&D,"Seobu T&D Co.,Ltd",1995/10/06,KOSDAQ,주권,중견기업부,보통주,500,59258931
901,KR7079650008,A079650,서산,서산,Seo San Co. Ltd.,2005/01/21,KOSDAQ,주권,중견기업부,보통주,100,20000000
902,KR7100660000,A100660,서암기계공업,서암기계공업,"SEOAM MACHINERY INDUSTRY CO., LTD.",2011/12/19,KOSDAQ,주권,중견기업부,보통주,500,12600000
903,KR7007860000,A007860,서연보통주,서연,SEOYON,1989/09/09,KOSPI,주권,,보통주,500,23479844
904,KR7200880003,A200880,서연이화보통주,서연이화,SEOYONEHWA,2014/08/08,KOSPI,주권,,보통주,500,27028437
905,KR7019770007,A019770,서연탑메탈,서연탑메탈,"SEOYON TOPMETAL CO., LTD.",2011/06/24,KOSDAQ,주권,중견기업부,보통주,500,11650000
906,KR7017390006,A017390,서울도시가스보통주,서울가스,SeoulCityGas,1995/08/18,KOSPI,주권,,보통주,5000,5000000
907,KR7043710003,A043710,서울리거,서울리거,"SEOULEAGUER CO., LTD.",2002/07/11,KOSDAQ,주권,중견기업부,보통주,500,39111384
908,KR7092190008,A092190,서울바이오시스,서울바이오시스,"SEOUL VIOSYS CO., LTD.",2020/03/06,KOSDAQ,주권,우량기업부,보통주,500,38223653
909,KR7046890000,A046890,서울반도체,서울반도체,"SEOUL SEMICONDUCTOR CO., LTD.",2002/01/17,KOSDAQ,주권,우량기업부,보통주,500,58305400
910,KR7004411005,A004415,서울식품공업1우선주,서울식품우,SeoulFoodInd(1P),1989/05/22,KOSPI,주권,,구형우선주,100,2224500
911,KR7004410007,A004410,서울식품공업보통주,서울식품,SeoulFoodInd,1973/12/28,KOSPI,주권,,보통주,100,369913939
912,KR7063170005,A063170,서울옥션,서울옥션,Seoul Auction Co. Ltd..,2008/07/01,KOSDAQ,주권,중견기업부,보통주,500,16917500
913,KR7027040005,A027040,서울전자통신,서울전자통신,SEOUL ELECTRONICS & TELECOM,1999/12/03,KOSDAQ,주권,중견기업부,보통주,500,69588847
914,KR7018680009,A018680,서울제약,서울제약,"SEOUL PHARMA CO., LTD",2000/08/18,KOSDAQ,주권,중견기업부,보통주,500,8524523
915,KR7021050000,A021050,서원보통주,서원,Seowon,1996/01/30,KOSPI,주권,,보통주,500,47474590
916,KR7093920007,A093920,서원인텍,서원인텍,"SEOWONINTECH.CO.,LTD",2007/12/20,KOSDAQ,주권,우량기업부,보통주,500,18600000
917,KR7189860000,A189860,서전기전,서전기전,"SEOJEON ELECTRIC MACHINERY Co.,Ltd.",2014/12/24,KOSDAQ,주권,벤처기업부,보통주,500,9698780
918,KR7178320008,A178320,서진시스템,서진시스템,"SEOJIN SYSTEM CO., LTD",2017/03/27,KOSDAQ,주권,우량기업부,보통주,500,18790321
919,KR7122690001,A122690,서진오토모티브,서진오토모티브,"Seojin Automotive Co.,Ltd.",2010/05/25,KOSDAQ,주권,관리종목(소속부없음),보통주,500,19541246
920,KR7140070004,A140070,서플러스글로벌,서플러스글로벌,"SurplusGLOBAL,Inc.",2017/01/25,KOSDAQ,주권,우량기업부,보통주,100,36988000
921,KR7011370004,A011370,서한,서한,Seohan,1994/05/24,KOSDAQ,주권,우량기업부,보통주,500,100894865
922,KR7065710006,A065710,서호전기,서호전기,"Seoho Electric Co.,Ltd.",2002/07/16,KOSDAQ,주권,우량기업부,보통주,500,5150000
923,KR7008490005,A008490,서흥보통주,서흥,SUHEUNG,1990/03/27,KOSPI,주권,,보통주,500,11569113
924,KR7035890003,A035890,서희건설,서희건설,"SEOHEE CONSTRUCTION CO., LTD.",1999/12/24,KOSDAQ,주권,우량기업부,보통주,500,229808457
925,KR7357550003,A357550,석경에이티,석경에이티,"Sukgyung AT Co., Ltd.",2020/12/23,KOSDAQ,주권,기술성장기업부,보통주,500,5455000
926,KR7003100005,A003100,선광,선광,"SUN KWANG Co., Ltd",1999/12/21,KOSDAQ,주권,우량기업부,보통주,1000,6600000
927,KR7123420002,A123420,선데이토즈,선데이토즈,SundayToz Corp,2010/11/10,KOSDAQ,주권,우량기업부,보통주,500,9569842
928,KR7007610009,A007610,선도전기보통주,선도전기,SeondoElectric,1989/11/30,KOSPI,주권,,보통주,500,18000000
929,KR7067370007,A067370,선바이오,선바이오,SunBio,2016/01/22,KONEX,주권,일반기업부,보통주,500,11682816
930,KR7002820009,A002820,선앤엘보통주,SUN&L,SUN&L,1976/05/22,KOSPI,주권,,보통주,1000,12607989
931,KR7171090004,A171090,선익시스템,선익시스템,"SUNIC SYSTEM Co., Ltd.",2017/09/20,KOSDAQ,주권,우량기업부,보통주,500,9049864
932,KR7136490000,A136490,선진보통주,선진,"SUNJIN Co., Ltd",2011/02/16,KOSPI,주권,,보통주,500,23779604
933,KR7086710001,A086710,선진뷰티사이언스,선진뷰티사이언스,"SUNJIN BEAUTY SCIENCE CO., LTD.",2021/01/27,KOSDAQ,주권,중견기업부,보통주,500,6115650
934,KR7014620009,A014620,성광벤드,성광벤드,"SUNG KWANG BEND CO., LTD.",2001/01/11,KOSDAQ,주권,중견기업부,보통주,500,28600000
935,KR7037350006,A037350,성도이엔지,성도이엔지,SUNGDO Engineering & Construction,2000/01/11,KOSDAQ,주권,우량기업부,보통주,500,15470000
936,KR7014911002,A014915,성문전자1우선주,성문전자우,SungmoonElectronics(1P),1990/03/24,KOSPI,주권,,구형우선주,500,600000
937,KR7014910004,A014910,성문전자보통주,성문전자,SungmoonElectronics,1990/03/24,KOSPI,주권,,보통주,500,19486857
938,KR7003080009,A003080,성보화학보통주,성보화학,SungboChemical,1976/12/23,KOSPI,주권,,보통주,500,20020000
939,KR7004981007,A004985,성신양회1우선주,성신양회우,SungshinCement(1P),1988/12/21,KOSPI,주권,,구형우선주,5000,735645
940,KR7004980009,A004980,성신양회보통주,성신양회,SungshinCement,1976/06/30,KOSPI,주권,,보통주,5000,24516073
941,KR7011300001,A011300,성안보통주,성안,Seongan,1995/11/10,KOSPI,주권,,보통주,500,56857860
942,KR7081580003,A081580,성우전자,성우전자,"SUNGWOO ELECTRONICS CO., LTD.",2007/10/12,KOSDAQ,주권,중견기업부,보통주,500,15508143
943,KR7045300001,A045300,성우테크론,성우테크론,SUNGWOO TECHRON COMPANY,2001/12/18,KOSDAQ,주권,중견기업부,보통주,500,9586649
944,KR7015750003,A015750,성우하이텍,성우하이텍,"SUNGWOO HITECH CO., LTD",1995/11/04,KOSDAQ,주권,우량기업부,보통주,500,80000000
945,KR7000180000,A000180,성창기업지주보통주,성창기업지주,SungchangEnterpriseHoldings,1976/06/02,KOSPI,주권,,보통주,500,69751600
946,KR7080470008,A080470,성창오토텍,성창오토텍,"SUNGCHANG AUTOTECH CO.,LTD.",2006/11/03,KOSDAQ,주권,중견기업부,보통주,500,7300000
947,KR7043260009,A043260,성호전자,성호전자,SUNGHO ELECTRONICS CORP.,2001/11/29,KOSDAQ,주권,중견기업부,보통주,500,53405384
948,KR7148150006,A148150,세경하이테크,세경하이테크,"Se Gyung Hi Tech Co., Ltd.",2019/07/30,KOSDAQ,주권,우량기업부,보통주,500,11784281
949,KR7002420008,A002420,세기상사보통주,세기상사,TheCentury,1968/12/27,KOSPI,주권,,보통주,500,4075920
950,KR7053060000,A053060,세동,세동,SAE DONG CO.LTD,2001/08/17,KOSDAQ,주권,중견기업부,보통주,500,17459007
951,KR7017510009,A017510,세명전기공업,세명전기,SemyungElectricMachinery,1991/12/26,KOSDAQ,주권,중견기업부,보통주,500,15246000
952,KR7004361002,A004365,세방1우선주,세방우,SEBANG(1P),1989/10/21,KOSPI,주권,,구형우선주,500,3689250
953,KR7004360004,A004360,세방보통주,세방,SEBANG,1977/05/19,KOSPI,주권,,보통주,500,19308690
954,KR7004490009,A004490,세방전지보통주,세방전지,SEBANG GLOBAL BATTERY,1987/11/28,KOSPI,주권,,보통주,500,14000000
955,KR7011560000,A011560,세보엠이씨,세보엠이씨,SEBO MANUFACTURING ENGINEERING CORP.,1996/12/23,KOSDAQ,주권,우량기업부,보통주,500,10530000
956,KR7001430008,A001430,세아베스틸보통주,세아베스틸,SEAH BESTEEL,1991/03/12,KOSPI,주권,,보통주,5000,35862119
957,KR7306200007,A306200,세아제강보통주,세아제강,SeAH Steel Corporation,2018/10/05,KOSPI,주권,,보통주,5000,2836300
958,KR7003030004,A003030,세아제강지주보통주,세아제강지주,SeAH Steel Holdings Corporation,1969/05/13,KOSPI,주권,,보통주,5000,4141657
959,KR7019440007,A019440,세아특수강보통주,세아특수강,SeAH SPECIAL STEEL,2011/06/01,KOSPI,주권,,보통주,5000,8570000
960,KR7058650003,A058650,세아홀딩스보통주,세아홀딩스,SeAHHoldings,2001/07/30,KOSPI,주권,,보통주,5000,4000000
961,KR7052190006,A052190,세영디앤씨,세영디앤씨,SEYOUNG D&C,2001/06/21,KOSDAQ,주권,투자주의환기종목(소속부없음),보통주,500,3048786
962,KR7013000005,A013000,세우글로벌보통주,세우글로벌,Sewooglobal,1989/09/05,KOSPI,주권,,보통주,500,28705031
963,KR7100700004,A100700,세운메디칼,세운메디칼,"SEWOONMEDICAL CO., LTD.",2008/09/30,KOSDAQ,주권,우량기업부,보통주,100,43800000
964,KR7234100006,A234100,세원,세원,"Sewon Co.,Ltd",2017/10/20,KOSDAQ,주권,우량기업부,보통주,100,33481747
965,KR7024830002,A024830,세원물산,세원물산,SewonCorporation,1994/12/29,KOSDAQ,주권,관리종목(소속부없음),보통주,500,8350000
966,KR7091090001,A091090,세원이앤씨보통주,세원이앤씨,"SEWON E&C CO.,LTD.",2006/07/31,KOSPI,주권,,보통주,500,145510091
967,KR7021820006,A021820,세원정공보통주,세원정공,SewonPrecisionIndustry,1996/07/03,KOSPI,주권,,보통주,500,10000000
968,KR7067830000,A067830,세이브존I&C보통주,세이브존I&C,SAVEZONEI&C,2002/07/25,KOSPI,주권,,보통주,1000,41040895
969,KR7033530007,A033530,세종공업보통주,세종공업,"SEJONG INDUSTRIAL CO., LTD.",2002/09/25,KOSPI,주권,,보통주,500,27820961
970,KR7258830009,A258830,세종메디칼,세종메디칼,"SEJONG MEDICAL Co.Ltd.,",2018/05/29,KOSDAQ,주권,벤처기업부,보통주,100,40666445
971,KR7036630002,A036630,세종텔레콤,세종텔레콤,"Sejong Telecom, Inc.",2000/01/04,KOSDAQ,주권,우량기업부,보통주,500,596000000
972,KR7039310008,A039310,세중,세중,"SEJOONG CO., LTD.",2000/06/09,KOSDAQ,주권,관리종목(소속부없음),보통주,500,18121667
973,KR7075580001,A075580,세진중공업보통주,세진중공업,"SEJIN HEAVY INDUSTRIES CO., LTD.",2015/11/30,KOSPI,주권,,보통주,500,56849456
974,KR7067770008,A067770,세진티에스,세진티에스,"SEJIN T.S CO., LTD.",2004/01/09,KOSDAQ,주권,중견기업부,보통주,500,8396593
975,KR7053450003,A053450,세코닉스,세코닉스,"SEKONIX CO., LTD.",2001/08/09,KOSDAQ,주권,투자주의환기종목(소속부없음),보통주,500,14792803
976,KR7234340008,A234340,세틀뱅크,세틀뱅크,Settlebank Corporation,2019/07/12,KOSDAQ,주권,우량기업부,보통주,500,9453000
977,KR7027970003,A027970,세하보통주,세하,seha,1996/07/03,KOSPI,주권,,보통주,1000,57562997
978,KR7252500004,A252500,세화피앤씨,세화피앤씨,SEWHA P&C INC.,2016/11/02,KOSDAQ,주권,중견기업부,보통주,100,41486390
979,KR7347000002,A347000,센코,센코,"SENKO Co.,Ltd.",2020/10/29,KOSDAQ,주권,기술성장기업부,보통주,500,8251244
980,KR7308170000,A308170,센트랄모텍보통주,센트랄모텍,CENTRAL MOTEK,2019/11/25,KOSPI,주권,,보통주,500,8610000
981,KR7012600003,A012600,센트럴인사이트보통주,센트럴인사이트,CENTRAL INSIGHT,1990/07/10,KOSPI,주권,,보통주,500,13589892
982,KR7331920009,A331920,셀레믹스,셀레믹스,"Celemics, Inc.",2020/08/21,KOSDAQ,주권,기술성장기업부,보통주,500,8164148
983,KR7049180003,A049180,셀루메드,셀루메드,"CELLUMED CO., LTD.",2002/05/23,KOSDAQ,주권,벤처기업부,보통주,500,39606973
984,KR7299660001,A299660,셀리드,셀리드,"Cellid Co., Ltd.",2019/02/20,KOSDAQ,주권,기술성장기업부,보통주,500,9731192
985,KR7268600004,A268600,셀리버리,셀리버리,"Cellivery Therapeutics, Inc.",2018/11/09,KOSDAQ,주권,기술성장기업부,보통주,500,17333799
986,KR7108860008,A108860,셀바스에이아이,셀바스AI,SELVAS AI Inc.,2009/12/10,KOSDAQ,주권,벤처기업부,보통주,500,22055945
987,KR7208370007,A208370,셀바스헬스케어,셀바스헬스케어,"SELVAS Healthcare, Inc.",2014/12/17,KOSDAQ,주권,벤처기업부,보통주,500,21680564
988,KR7258250000,A258250,셀젠텍,셀젠텍,CELLGENTEK,2016/12/13,KONEX,주권,일반기업부,보통주,500,4475003
989,KR7068270008,A068270,셀트리온보통주,셀트리온,Celltrion,2018/02/09,KOSPI,주권,,보통주,1000,137934716
990,KR7068760008,A068760,셀트리온제약,셀트리온제약,Celltrion Pharm Inc.,2006/02/03,KOSDAQ,주권,우량기업부,보통주,500,36548513
991,KR7091990002,A091990,셀트리온헬스케어,셀트리온헬스케어,"Celltrion Healthcare Co., Ltd.",2017/07/28,KOSDAQ,주권,우량기업부,보통주,1000,155019169
992,KR7290690007,A290690,소룩스,소룩스,"Solux Co., Ltd.",2020/11/06,KOSDAQ,주권,벤처기업부,보통주,100,8256843
993,KR7053110003,A053110,소리바다,소리바다,SORIBADA INC.,2001/10/09,KOSDAQ,주권,관리종목(소속부없음),보통주,500,4940349
994,KR8840150005,A950200,소마젠,소마젠,"Psomagen, Inc.",2020/07/13,KOSDAQ,주식예탁증권,외국기업(소속부없음),보통주,0,19133553
995,KR7032680001,A032680,소프트센,소프트센,"SOFTCEN CO., LTD.",1997/07/18,KOSDAQ,주권,중견기업부,보통주,500,35775801
996,KR7032681009,A032685,소프트센1우선주,소프트센우,"SOFTCEN CO., LTD.(1P)",2002/04/16,KOSDAQ,주권,중견기업부,신형우선주,500,142857
997,KR7258790005,A258790,소프트캠프,소프트캠프,"SOFTCAMP CO., LTD",2017/04/27,KOSDAQ,주권,벤처기업부,보통주,100,24991284
998,KR7066910001,A066910,손오공,손오공,"SONOKONG CO., LTD.",2005/01/07,KOSDAQ,주권,중견기업부,보통주,500,26896161
999,KR7043100007,A043100,솔고바이오메디칼,솔고바이오,"Solco Biomedical Co.,Ltd",2000/08/08,KOSDAQ,주권,중견기업부,보통주,500,60759208
1000,KR733637K010,A33637K,솔루스첨단소재1우선주,솔루스첨단소재1우,Solus Advanced Materials(1P),2019/10/18,KOSPI,주권,,구형우선주,100,7366400
1001,KR733637K028,A33637L,솔루스첨단소재2우선주(신형),솔루스첨단소재2우B,Solus Advanced Materials(2PB),2019/10/18,KOSPI,주권,,신형우선주,100,1646050
1002,KR7336370002,A336370,솔루스첨단소재보통주,솔루스첨단소재,Solus Advanced Materials,2019/10/18,KOSPI,주권,,보통주,100,30589758
1003,KR7154040000,A154040,솔루에타,솔루에타,"Solueta Co.,Ltd.",2013/12/27,KOSDAQ,주권,중견기업부,보통주,500,13825216
1004,KR7248070005,A248070,솔루엠보통주,솔루엠,SOLUM,2021/02/02,KOSPI,주권,,보통주,500,50005551
1005,KR7035610005,A035610,솔본,솔본,"SOLBORN, Inc.",1999/08/13,KOSDAQ,주권,중견기업부,보통주,500,27345997
1006,KR7357780006,A357780,솔브레인,솔브레인,"Soulbrain Co., Ltd.",2020/08/06,KOSDAQ,주권,중견기업부,보통주,500,7778566
1007,KR7036830008,A036830,솔브레인홀딩스,솔브레인홀딩스,"Soulbrain Holdings Co., Ltd.",2000/01/18,KOSDAQ,주권,우량기업부,보통주,500,20964056
1008,KR7304100001,A304100,솔트룩스,솔트룩스,SALTLUX Inc,2020/07/23,KOSDAQ,주권,기술성장기업부,보통주,500,5100665
